row,name,category
20780,Grilled Chicken Sandwich,"Sandwiches, en:chicken-sandwiches"
20788,Gallagher Sourdough,"Sourdough bread, en:breads"
20994,White Choc,"Hot chocolate, en:instant-beverages"
21092,Shots,"Chocolate balls, en:chocolate-candies"
21224,Cashew & Blueberry Yoghurt Bar,"Snacks, en:bars"
21231,Gnocchi Spinat Basilikum,"Spinach gnocchi, en:potato-gnocchi"
21285,Stand 'N Stiff Soft Tortilla Imp,"Tortillas, en:breads"
21287,Tortillas,"Gluten-free tortillas, en:flatbreads"
21306,Fibre One 90 - Cookies & Cream Drizzle S,"Cake bar, en:cakes"
21318,"Fibre Biscuit, Sugar Free","th:Spain, en:shortbread-cookies"
21322,Spanish Tortilla,"Potato tortilla, en:spanish-omelettes"
21451,Diet Pepsi,"Diet pepsi, en:sodas"
21495,Flora Buttery,"Margerine, en:margarines"
21709,Nuud Menthol Gum,"Snacks, en:chewing-gum"
21773,Mashed Potato,"Potato, en:mashed-potatoes"
21793,Triple Cooked Chips With Beef Dripping,"Chips and fries, en:crisps"
21797,Beef Lasagna,"Beef lasagne, en:bolognese-lasagne"
21807,King Prawns With A Creamy Cocktail Sauce,"Prawn cocktail, en:shrimps"
21823,Sweet & Salty Popcorn,"Snacks, en:popcorn"
21862,Honey Roast Wafer Thin British Ham Slice,"Sliced ham, en:hams"
21914,Vanilla & Coconut Pot,"Yogurt substitutes, en:non-dairy-yogurts"
22036,BBQ Seasoning,"Condiments, en:spice-mix"
22038,Bake At Home Rustic Rolls With Sourdough,"Bake at home rolls, en:breads"
22058,Roasted Salted Peanuts,"Roasted salted peanuts, en:roasted-peanuts"
22098,Wiltshire Cured Ham Slices,"Sliced ham, en:hams"
22251,Crusty Wholemeal Bread Mix,"Bread-mix, en:breads"
22276,Mini Breadsticks,"Snacks, en:breadsticks"
22328,Mature Grated Cheddar,"Grated Mature Cheddar Cheese, en:cheddar-cheese"
22384,Berry Medley,"Null, en:dips"
22591,Indo Mie Soto,"N, en:instant-noodles"
22645,Chocolate Walnut Brownie,"Chocolate-brownie, en:cakes"
22744,M&S Greek Fêta Salad,ms:salad
22841,Cucina MADE IN Italy Pesto Basil 780 189,"Basil pesto, en:green-pestos"
22895,Chilli And Garlic Olives,"Chilli-and-garlic-olives, en:olives"
22944,Folded Brown Rice Noodles,"Rice Noodles, en:noodles"
22977,Jalapeño Chilli Jam,"Condiments, en:jams"
22992,6 Sourdough Crumpets,"Crumpets, en:breads"
23018,Banana Rusk Fingers,"Baby foods, en:shortbread-cookies"
23115,Mochi Creamy Coconut,"D, en:mochi"
23151,Mushroom Tagliatelle,"Froz, en:pastas"
23153,Nutri-grain Bakes Resin,"Nutrigrain bar, en:bars"
23182,The Real Milkshake Strawberry,"Dairies, en:milkshakes"
23186,Eaten Path Sea Salt Rice And Pea Chips,"Rice-crisp, en:appetizers"
23232,Brennan Wholegrain,"Wholegrain bread, en:breads"
23249,Tayto Lentil Chips Creamy Paprika,"Lentil crisps, en:crisps"
23297,Tartare Sauce,"Condiments, en:tartare-sauces"
23318,6 Potato Scones,"Potato scones, en:breads"
23364,Organic Nut Roast,"Pies, en:meat-analogues"
23439,Pure Whey Protein White Chocolate,de:proteinpulver
23471,Anatolian Mix Cheese,"Anatolian mix cheese, en:cheeses"
23556,Jalepeno Houmous,"Jalapeño Houmous, en:hummus"
23591,Garlic And Coriander Naan Bread,"Naan bread, en:breads"
23596,Fruit & Nut Protein Muesli,"Protein Muesli, en:mueslis"
23609,Harissa Hummus,"Harissa hummus, en:hummus"
23764,Suplemento Alimenticio,"Dietary supplements, en:protein-powders"
23933,Tortilla Chips Sour Cream & Chives,"Chips and fries, en:corn-chips"
23962,Cheese Slices,"Dairylea cheese slices, en:cheeses"
23965,Milka Strawberry,en:milk-chocolate
24104,Chocolate Brownies Vegan,"de:imbiss, de:kekse-und-kuchen"
24248,8901491002486,"Kurkure, en:crisps"
24274,Parle G Dark Biscuits,"Parle g biscuit, en:biscuits"
24314,Soya Sticks,"Snacks, en:crisps"
24341,Makhana Popped Fox Nuts,"Snacks, en:appetizers"
24353,Sooper,"I like this chocolate biscuits, en:biscuits"
24493,Apple And Raspberry Snack Bar,"Childrens, en:bars"
24527,Protein Cookie - Cookies And Cream,"Protein cookie, en:bodybuilding-supplements"
24573,Pesto Mozzarella,"Marinated pesto mozzarella, en:cheeses"
24684,Tempura Prawns,"Battered prawns, en:shrimps"
24839,Avocado Oil Potato Chips Sweet Ghost Chi,"Chips and fries, en:potato-crisps"
24860,The Protein Ball Lemon & Pistachio,"Snacks, en:protein-bars"
24986,Teddy Faces,"Snacks, en:potato-crisps"
25018,M&S Naked Chicken Katsu,"ms:salad, salads-with-meat"
25066,Pombears Original,"es:Snack de patata, en:crisps"
25132,Reduced Fat Red Pepper Houmous,"Reduced fat houmous, en:hummus"
25208,Tortilla Wraps White,"Tortilla wraps, en:wheat-flatbreads"
25209,Crestwood Chicken Satay Skewers,"Satay chicken skewers, en:chickens"
25329,Pepperami The Original,"Pepperami, en:salami"
25361,Orange Marmalade,"Thick cut orange marmalade, en:orange-marmalades"
25374,Golden Breadcrumbs,"Golden breadcrumbs, en:bread-crumbs"
25380,Mixed Olives With Feta In A Herb Dressin,"Meze, en:olives"
25468,"Guinness 0, Non-alcoholic Draught, Less ","Non-Alcoholic Draught Beer, en:beers"
25494,Hula Hoops Original,"Wke, en:potato-crisps"
25501,Hula Hoops Big Hoops,"Potatoes starch, en:crisps"
25508,Salted Toffee Pop Chips,"Pop chips, en:corn-chips"
25542,Alison Bread Flour,"Strong-white-bread-flour, en:breads"
25601,6 Beef Koftas,"Beef koftas, en:meat-analogues"
25672,Organic Stock Paste Chicken &Rosemary,"Kallo organic chicken stock paste, en:broths"
25695,Thin Orkney Oatcakes,"Oatcakes, en:biscuits"
25699,Cheese ‘n’ Chives,"Cheese n chives, en:cheeses"
25729,Persian-style Quinona & Lentils,"Prepared grains, en:lentils"
25747,Chicken Satay Skewers,"Chicken satay, en:chickens"
25804,Raspberry Kefir,"Raspberry kefir, en:fermented-milk-drinks"
25814,Rustic Rolls,"Ready to bake bread, en:breads"
25856,King Prawn Poke,"Salad bowl, en:sushi-and-maki"
25920,Mushy Peas,"Mushy-peas, en:canned-peas"
25944,Creamy Porridge,"Baby foods, en:porridge"
26028,Wiltshire Cured Ham,"Sliced ham, en:hams"
26038,Scottish Smoked Salmon Sandwich,"Sandwiches, en:smoked-fishes"
26069,Harissa Chicken,"Harissa chicken gym kitchen, en:meals-with-chicken"
26071,Swedish Meatballs,"Meatballs, en:meat-balls"
26091,Roasted Sweet Potato & Feta Pie,"Pies, en:frozen-ready-made-meals"
26092,Feta & Red Pepper Veggie Rolls,"Feta and pepper rolls, en:salted-pies"
26123,Organic BBQ Baked Beans,"Organic BBQ baked beans, en:baked-beans-in-tomato-"
26138,Fuel High Protein Porridge Apple And Cin,"Instant porridge, en:porridge"
26150,Mexican Chipotle Fajita Seasoning,"Fajita seasoning mix, en:spice-mix"
26167,Spicy Veg Bao Buns,"Bao buns, en:frozen-ready-made-meals"
26183,Cacao & Cashew Bars,"Quinoa bars, en:bars"
26220,Kombucha,"Beverages, en:kombuchas"
26223,Belgium Chocolate Biomel,"Gut Health, en:plant-milks"
26225,Complete Gut Chocolate,"Gut support supplement, en:bodybuilding-supplement"
26235,Apricot & Coconut Oat Bars 3 X,"Flapjack, en:bars"
26294,Waffle Fries,"Chips and fries, en:fries"
26332,Barley & Oat Loaf,"Wholemeal loaf, en:breads"
26434,Eugenia Original,en:biscuits
26654,Plain Bhujia,"Snacks, en:appetizers"
26727,Caramel Syrup,"Syrup for coffee and drizzling, en:flavoured-syrup"
26746,Sweet Relish,"Condiments, en:groceries"
26771,Toasting Waffle,"Belgian style toasting waffles, en:waffles"
26862,Bakewell Tart Raw Fruit & Nut Bars,"Raw fruit and nut bar, en:bars"
26968,Pom-bear Cheese,"Snacks, en:crisps"
26977,Fix8 Kombucha,"Ginger and turmeric kombucha, en:kombuchas"
27066,Vegetarian Ham Slices,"Meat alternatives, en:meat-analogues"
27329,Authentic Indian Noodles,"Food, en:instant-noodles"
27574,Platinum Hydro Whey,"Dietary supplements, en:bodybuilding-supplements"
27582,"Free-range Egg, Cress & Mayo","Sandwiches, en:breads"
27670,Chewy White Choc Chip Cereal Bars,"Breakfasts, en:cereal-bars"
27726,Vegan Burger,"Vegan Soybean Burger, en:meat-analogues"
27767,Classic Sweet Popcorn,"Sweet popcorn, en:popcorn"
27839,Instant Oats,"Instant Oats, en:rolled-oats"
27859,Roast Vegetable Seasoning,"Condiments, en:spices"
27908,Roast Chicken Breast,"Chicken breast without skin, en:chickens"
27975,Chinese Baijiu With Osmanthus Snowy Moon,"Snowy mooncake, en:pastries"
28067,Extra Mature Cheddar,"Organic Cheese, en:extra-mature-cheddar"
28121,Salted Potato Sticks,"Salted crisps, en:potato-crisps"
28122,Salted Tortillas,"Salted tortillas, en:corn-chips"
28309,Lightly Salted Tortilla Chips,"Tortilla crisps, en:corn-chips"
28460,Khaotic Tropical Orange,"Beverages, en:energy-drinks"
28512,Chicken And Bacon Censor Salad,"ms:salad, salad-vegetables"
28655,Fit Cereal Biscuits Abricots,"Nutritional bar, en:biscuits"
28678,Dupetky (mořská Sůl),"svačiny, en:salty-snacks"
28709,Fruit Chutney Mini Cheddars,"Snacks, en:appetizers"
28734,Caramel Ice Cream,"Caramel ice cream, en:ice-creams"
29284,Jim Jam,"Flavoured sandwich Biscuits, en:biscuits"
29300,Britannia Bourbon,"Snacks, en:biscuits"
29427,Googly Biscuit,"Biscuit sugar, en:biscuits"
29434,Black,"Soft Drinks, en:diet-cola-soft-drink"
29465,Vanilla Milk,"Vanilla milkshakes, en:flavoured-milks"
29552,Chat-patt Fry Noodles,"Food, en:noodles"
29626,Richeesee Wafer (y),"Richeese, en:biscuits"
29658,Kit Kat Neapolitan,"Sna, en:chocolate-biscuity-bars"
29694,Greek Style Yogurt Strawberry,"Snacks, en:greek-style-yogurts"
29728,RR DELI CHIP S/SALT&B/VIN 165gm,en:potato-crisps
30152,"Whole Grain Rice With Corn, Carrots & Pe","Frozen foods, en:frozen-vegetables"
30226,Tostitos Scoops Violet Imp,"Snacks, en:corn-chips"
30263,Stuffed Crust Pepperoni Pizza,"Stuffed crust pizza, en:pepperoni-pizzas"
30340,Clancy's Original Veggie Chips,"Snacks, en:crisps"
30403,Red Hot Smoked Chipotle,"Chipotle sauce, en:hot-sauces"
30440,"Marinated Garlic, Lemon & Parsley King P","Marinated king prawns, en:shrimps"
30459,Mexican Street Corn Chips,"Chips, en:corn-chips"
30763,Apple Pie,"Pies, en:sweet-pies"
30765,English Muffins,"Whole meal muffins, en:english-muffins"
30839,Maple Nut Snack Bar,"Snack-bar, en:cereal-bars"
30856,Seaweed Crispss,"Seaweed crisps, en:potato-crisps"
31521,Sweet And Salty Nut Mix,"Honey roasted peanuts cashews and almonds, en:pean"
31593,Rice Crackers Poivre Noir,"Snacks, en:amuse-gueules"
31611,Rice Snacks,"Snacks, en:brown-rices"
31757,Breaded Camembert,"Breaded camembert rounds, en:camemberts"
32038,Dark Rye Sourdough Loaf,"Sourdough bread, en:breads"
32058,Black Cherry Conserve,"Black Cherry Conserve, en:cherry-jams"
32235,Improved Recipe Crownfield Scottish Supe,"Oat bites, en:cereal-bars"
32268,Cabbage Salad,"Cabbage Salad, en:prepared-salads"
32313,Honey Roast Ham,"Honey Roast Ham, en:hams"
32327,Salami Milano,"Sliced salami, en:salami"
32396,Sweet & Salty Popcorn,"Snacks, en:popcorn"
32433,6 Omega 3 Fish Cakes,"Fish cakes, en:fish-preparations"
32464,Sardine And Tomato Paste,"Fish paste, en:canned-sardines"
32488,Madagascan Vanilla Bean Paste,"Vanilla bean paste, en:cooking-helpers"
32499,Fridge Raiders Contains: Of The South S ,"Snacks, en:chickens"
32631,Gastro Triple Cooked Chips,"Chips and fries, en:potato-crisps-in-sunflower-oil"
32655,Custard Creams,"es:botanas, es:galletas"
32913,Loaded Spicy Mexican Taco Flavour,"Crips, en:crisps"
32985,Premium White Bread Mix,"Bread mix, en:white-breads"
33031,Paninette,"Traditional Lebanese Flat Bread, en:breads"
33115,Big Halkidiki Pitted Olives,"Halkidiki Olives, en:green-olives"
33131,Soothing Menthol Lozenges,"Lozenges, en:candies"
33144,Pancakes,"Dejeuner, en:pancakes"
33181,Lasagne For 1,"Lasagne, en:prepared-lasagne"
33257,Organic White Sourdough,"Organic white sourdough, en:breads"
33259,Bruschetta,"Snacks, en:breads"
33261,Organic Extra Virgin Olive Oil,"Organic extra virgin olive oil, en:virgin-olive-oi"
33407,"Brown, Red & Wild Wholegrain Rice","Brown Red wild rice, en:rices"
33518,Chicken Ceasar Bacon Baguette,"Sandwiches, en:chicken-sandwiches"
33577,Churchill White,"Strong White Flour, en:flours"
33600,Red Onion Marmalade,"Stokes-red-onion-marmalade, en:onion-chutneys"
33634,Organic Sweetcorn + Carrot Melty Sticks ,"Baby foods, en:crisps"
33686,Oat Whole Unsweetened,"Oat Milk Unsweetened, en:oat-milks"
33752,Fennel Seed Tarallini,"Tarallini, en:appetizers"
33818,Battered Chunky Fish Fingers,"Sourdough bread, en:breads"
33856,Proper Corn Sweet Popcorn,"Sweet popcorn, en:popcorn"
33877,Chipotle Salsa,"Salsa, en:dips"
33913,"Veg Crispss Crunchy Sweet Potato, Carrot","Vegetable crisps, en:crisps"
33998,Creamy Hazelnut Chocolate,"Vegan chocolate, en:chocolates"
34073,Smoky Bacon Pork Puffs,"Pork scratchings, en:appetizers"
34076,Japanese Style Chicken Curry With Rice,"Japanese chicken curry, en:chicken-curry"
34091,Tomato Ketchup,"Condiments, en:ketchup"
34139,Simply Roasted Salted Potato Crispss,"Snacks, en:potato-crisps-in-sunflower-oil"
34147,Salted Lentil Chips,"Savoury snacks, en:crisps"
34203,Wildfarmed White Rolls,"White roll, en:breads"
34309,Breakfast Biscuit,"Snacks, en:biscuits"
34316,Lays Horneadas,"Chips and fries, en:potato-crisps"
34320,Dolminades,"Dolminades, en:stuffed-vine-leaves"
34402,Blanco Niño Chili And Lime,"Snacks, en:crisps"
34478,Barista Caffè Latte,"Cold coffe drink, en:dairy-drinks"
34479,Crocky Pop’s Paprika,"Vegan, en:potato-crisps"
34528,Plant Based,"Vegetable fat spread, en:margarines"
34601,Nut Bars With Vanilla,"Snacks, en:bars"
34731,Chilli Jam,"Jam’s & chutney, en:jams"
34805,Läderach Napolitans Etui,"Festive foods, en:bonbons"
35046,Crunchy Granola Oats & Dark Chocolate,"Museli bar, en:chocolate-cereal-bars"
35121,Bananica,"Foamy dessert, en:dark-chocolates"
35138,Digestive Biscuits,"Digestive biscuits, en:biscuits"
35262,Mandy Mushroom Dumplings,"Dumplings, en:stuffed-pastas"
35323,Black Currant Tri Cone,"Black currant ice cream cone, en:ice-creams"
35343,Rosół Z Kury,"Soup mix, en:soups"
35345,Halirams Bhujiya Sev 1kg,"Snacks, en:spices"
35347,Soya Chips,"Snacks, en:crisps"
35358,Moong Dal,"Snacks, en:pulses"
35366,Salted Banana Chips,"Chips and fries, en:crisps"
35385,Salted Peanuts,"Snacks, en:roasted-peanuts"
35387,Aloo Paratha,"Frozen foods, en:breads"
35409,Chocolate Peanut Butter Powder,"Chocolate Peanut butter powder, en:peanut-butters"
35436,Tomato & Basil Soup,"Tomato and basil soup, en:vegetable-soups"
35836,Chai Turmeric Latte,"Hot drink sachet, en:instant-beverages"
35992,Nutella,"Other, en:cocoa-and-hazelnuts-spreads"
36008,Pretzel Sticks With Peanut Filling,"Snacks, en:appetizers"
36039,Green Pitted Olives,"Green pitted olives in brine, en:green-pitted-oliv"
36088,Ultimate Hearty & Rich,"Porridge Oats, en:breakfast-cereals"
36255,Chocolate With Plum Filling,"Milk Chocolate bar with plum, en:dark-chocolates"
36280,Toasted Sesame Water Crisps Crackers,"Crackers, en:biscuits"
36411,"Brittle Nut Medley, Honey Roasted Peanut","Snacks, en:nuts"
36491,Dark Chocolate Sea Salt Caramels,"Undefined, en:chocolate-candies"
36539,Raisin Bran,"Raisin bran, en:breakfast-cereals"
36788,Shefu Tofu Bites BBQ,"Tofu seasoned, en:tofu"
36907,Barbican Apple Flavour,"105, en:beers"
37020,Sharp Cheddar Cheese With Sea-salted Roa,"Snacks, en:cheeses"
37310,Chicken Biryani,"Chicken Biryani, en:rice-dishes"
37538,Brioche Rolls Chocolate Chips X 8,"Brioche rolls with chocolate chips, en:brioche-fil"
37643,Sicilian Queen Nocellara Olives,"Oliv, en:olives"
37708,Sliced Jalapeños,"Jalapeño brined, en:pickles"
37738,Wheat Biscuits,"Wheat biscuits, en:breakfast-cereals"
37956,Turkish Beef Kebabs,"Skewers, en:beef"
37990,Organic Chilli Mixed Beans,"Canned organic chilli mixed beans, en:canned-commo"
38029,Thin & Crispsy Stonebaked Margherita Piz,"de:pizza-margherita, en:margherita-pizza"
38081,Sourdough Cob,"Sourdough bread, en:breads"
38161,Black Currant Ice Cream,"Black Currant Ice cream, en:ice-creams"
38162,Kraft Cheddar Cheese,"Dairies, en:cheeses"
38193,Milk Bread,"Milk bread, en:breads"
38244,Chicken Strips,"Chicken strips breaded frozen raw, en:chickens"
38292,Biscoff,"Caramel Cookie, en:biscuits"
38318,Corn Flakes,"Fla, en:breakfast-cereals"
38425,The Bulldog Energy Drink,"Beverages, en:energy-drinks"
38430,Plant Based Chicken Tenders,"Meat alternatives, en:meat-analogues"
38463,Topokki,"Meals, en:noodles"
38559,Piknik Classic Tomato Chilli (fried Indi,"Snacks, en:potato-crisps"
38618,Farali Chivda,"Snacks, en:crisps"
38629,Makhana Cream And Onion,"Snacks, en:lotus seed"
38742,Bold Green Curry Paste,"Curry pas, en:curry-pastes"
38775,Manga Greek Yoghurt,"Snacks, en:greek-style-yogurts"
38907,Plain Tortilla,"Tortilla, en:flatbreads"
38918,Potato Crisps Vegetable,"ขนม-ของว่าง, en:salty-snacks"
38932,Hydro 90 BV 104 Whey Protein,"Whey Protein, en:bodybuilding-supplements"
39270,Extra Crémeux Cappuccino,"Yogurt cup, en:yogurts"
39410,Tartinade Chocolate Noisette,"Tartine, en:cocoa-and-hazelnuts-spreads"
39508,Ferrero Collection Grand Assortment,"Chocolates and confections, en:assorted-chocolate-"
39537,Collection Amandes Et Chocolate Au Lait,"Vanilla ice cream and almonds, en:ice-creams"
39679,Vegetable Thins,"Snacks, en:appetizers"
40022,Sweet & Salty,"Chewy nut bars, en:cereal-bars"
40190,Chocolate Banana Granola Bars,"Snack bars, en:cereal-bars"
40191,Apple Cinnamon Granola Bars,"Snack bars, en:cereal-bars"
40218,Pink Lemonade Dream Gummy Candy,"Gummy-candy, en:candies"
40924,Hummus Chips,es:chips veganos
40985,Naked Chicken Katsu Salad,ms:salad
41127,Fits Po Protein,en:protein-bars
41134,Popped Brown Rice Chips,"Chips and fries, en:appetizers"
41309,Lean Pork Mince ( Fat),"Pork mince, en:pork"
41388,British Pork Mince Fat,"Po, en:pork"
41627,Foodspring Whey Protein Schokolade,"it:proteine animali in polvere, en:protein-powders"
41745,Coca Cola Plus,"zh:Soft Drink, en:colas"
41760,Pocky,"Biscuit sticks with chocolate, en:biscuits"
41833,Sweetcorn In Water,"Sweetcorn in water, en:canned-sweet-corn"
41857,Whitworth Shots Chocolate And Hazelnut,"Snacks, en:chocolates"
41875,Southern Style Chicken Bites,"Snacks, en:chickens"
41949,Beef Steak Mince Fat,"Minced beef steak with 12% fat, en:ground-beef-ste"
42113,Lentil Chips,"Snacks, en:crisps"
42121,St.pierre 6 Brioche Vanilla,"Brioche rolls, en:brioches"
42177,Giant Bar Rolled Oats & Pecan,"Flapjacks, en:cereal-bars"
42178,Rolled Oats & Mango,"Flapjacks, en:cereal-bars"
42211,Ruby Port Mincemeat,"Mincemeat, en:cake-mixes"
42244,Impact Whey Protein Natural Strawberry F,"Whey protein, en:protein-powders"
42359,Cocoa Chaos Wholefood Energy Bars 3 X,"Snacks, en:bars"
42474,Riced Cauliflower,"Cauliflower rice, en:frozen-vegetables"
42539,Smoked Paprika + Chilli Veggie Straws,"Veggie straw, en:appetizers"
42672,Dark Chocolate Peanut Butter,"Spreads, en:peanut-butters"
42896,Croky Explosions Sweet Chili,"snacks, en:aliment"
43040,MEN Protein Shake,"Dietary supplements, en:bodybuilding-supplements"
43135,Dupetky,"Snacks, en:biscuits"
43150,Squeezed Pretzels With Mix Seeds,"grickalice, en:salty-snacks"
43156,Gluten-free Sandwich With Hazelnut,"C, en:breads"
43234,Mary Trini Choco Petites,en:chocolate-madeleines
43260,Activia Greek Yogurt,"Yoghuft, en:yogurts"
43272,5050 Sweet And Salty,"Salty Crackers, en:biscuits"
43290,Strawberry Ice Cream Protein Milkshake,"Dairies, en:flavoured-milks"
43343,Bafflot,"he:chocolate-wafers, en:biscuits"
43508,Dino Mix,"Friut flavored gums, en:candies"
43523,Dark Chocolate,"Blended chocolate, en:dark-chocolates"
43559,Oreo Dark And White Chocolate Flavoured ,"Desserts, en:filled-biscuits"
43739,Black Truffe Rustic,"Snacks, en:potato-crisps"
43798,Pascual Creamy Peach And Passion Fruit,"pt:Yougurt, en:fruit-yogurts"
43815,Nata Cocina Espesa (heavy Cream),"Dairies, en:creams"
43941,Aqua Viva Zero Nar I Borovnica,"sr:Sok, en:artificially-sweetened-beverages"
43944,Wellness No Sugar Added,"sr:keks, en:biscuits"
43950,Bananica,"Chocolate covered banana flavored dessert, en:choc"
43957,Tortilla Mexicana FIT,"Tortillas, en:breads"
44021,Paprika Flavour,"snacks, en:aliment"
44052,Kaas Knabbels,"Snacks, en:crisps"
44073,Chewy Cinnamon Roll Oat Bars,"Oat bar, en:cereal-bars"
44126,Aptamil Junior,en:infant-formulas
44153,Hazelnootpasta,"Bread coverings, en:cocoa-and-hazelnuts-spreads"
44170,Margarine,"Frozen foods, en:margarines"
44339,Boost,"Beverages and beverages preparations, en:dietary-s"
44400,Lay's Wafer Style,"Chips and fries, en:potato-crisps"
44401,West Indies Hot N Sweet Chilli Lays,"Chips and fries, en:crisps"
44403,Sizzlin Hot Nacho,"ro:nachos, en:corn-chips"
44408,Kurkure Green Chutney,"Snacks, en:appetizers"
44412,West Indies' Hot 'n' Sweet Chilli Potato,"Chips and fries, en:potato-crisps"
44430,Madangle Achari Masti,"Namkeen, en:crisps"
44436,MAD Angles,"Snacks, en:corn-chips"
44505,Protein,"Protein-oats, en:dietary-supplements"
44514,Mango Lassi,"Mango lassi, en:flavoured-milks"
44518,Biozorb Performance Whey,"Dietary supplements, en:protein-powders"
44993,Gravy Granules For Roast Meat,"Gravy granules, en:dehydrated-sauces"
45029,Raspberry Greek Yogurt,"Snacks, en:yogurts"
45106,Raspberry Bubly,"Carbonated, en:carbonated-waters"
45412,Sodaly Raspberry Prebiotic Soda,"Beverages, en:sodas"
45421,BBQ Sauce,"Condiments, en:barbecue-sauces"
45564,Pas Pineapple Lumps,"Confect, en:confectioneries"
45774,Energy Forest Berry,"Forest berry energy drink, en:sodas"
45825,Immuno Soy Milk,"Soy milk drink, en:milk-substitutes"
45838,Quaker Biskut Oat,"Oat cookies, en:biscuits"
45959,Sparkling Water,"Undefined, en:carbonated-waters"
46180,Hand Cooked Chips,"Hand cooked crisps, en:potato-crisps"
46253,Sweet & Salty Popcorn,"Sweet and salty popcorn, en:popcorn"
46308,Popcorn Avocado-licious,"Snacks, en:popcorn"
46789,Sliced White Seeded,"White seeded bread, en:breads"
46825,Udon Noodles,"Udon noodles, en:noodles"
46830,Horseradish Sauce,"Horseradish sauce, en:dips"
46874,Baby Rice,"Baby foods, en:rices"
46875,Kokos Melk,"nl:Kokosmelk, en:coconut-milks-and-creams"
47010,Iconbar Protein Bar With Chocolate,"Peotein bar, en:protein-bars"
47047,Cream Of Roast Chicken Soup,"Tinned soup, en:soups"
47173,Belvoir Lime Cordial,"Fruit cordial, en:sweetened-beverages"
47176,Belvoir Natural Blackcurrant Cordial,"Cordial, en:sweetened-beverages"
47177,Belvoir Farms Raspberry & Lemon Cordial,"Cordial, en:sweetened-beverages"
47185,Dry Cure Ham,"Sliced ham, en:hams"
47194,Rice Stick Noodles,"Rice Noodles, en:noodles"
47291,Sea Salt & Aspall Cyder Vinegar Crispss,"Handcooked Potato Crisps, en:potato-crisps"
47307,Chicken Stock,"Chicken stock, en:broths"
47350,Dark Organic Raw Chocolate,"Dark 76% organic chocolate, en:dark-chocolates"
47361,Smoked Bbq Corn,en:appetizers
47384,Cocoa Dusted Peanuts,"Snacks, en:peanuts"
47462,Peanut Butter Cups,"Organic, en:confectioneries"
47539,Carciofini Sottolio Grigliati,"Grilled artichokes in oil, en:canned-vegetables"
47546,Bolognese Pasta Sauce,"Sauce pasta, en:bolognese-sauces"
47588,Sliced Dutch Maasdam,"Dutch maasdam cheese, en:sliced-cheeses"
47598,Digestive Original,"Digestives, en:biscuits"
47693,Pure Fresh,"Mentos pure fresh gum, en:sugar-free-chewing-gum"
48222,Cauliflower Tots,"Froz, en:frozen-vegetables"
48383,Chickpea Salad,"Meals, en:prepared-salads"
48643,Caesar Chopped Kit,"Chopped salad, en:caesar-salads"
48975,Spam Classic,en:canned-meats
49272,Garlic Chicken Pasta In A Garlic Sauce W,"Frozen foods, en:pasta-dishes"
50335,Lemon Tahini Crunch Salad,ms:salad
50345,Potato & Cheddar Flavour Perogies,"Frozen foods, en:potato-crisps"
50538,B-ready,"Snacks, en:biscuits"
50558,Roasted Garlic Hummus,"Rosted Garlic hummus, en:hummus"
50579,Flour Tortillas,"Flour tortillas, en:wheat-flatbreads"
50890,Jus Mangue Exotique,"Beverages, en:fruit-juices"
50994,Strawberry Peach Punch,"Energy dri, en:energy-drinks"
51663,Pretzels,"snacks, en:pretzel"
51871,Lightly Breaded Chicken Breast Original ,"Lightly breaded chicken breast strips, en:cooked-c"
52063,Sardines In Mustard Sauce,"Sardines in Mustard Sauce, en:canned-sardines"
52228,Potato Chips Cheddar,"Potato ch, en:potato-crisps"
52495,Nut Bars,"Nut-and-seed-bar, en:cereal-bars"
52674,Fudge - Peanut Butter Bliss,"Peanut Butter Fudge, en:confectioneries"
52791,Chicken Quesadilla,"Frozen foods, en:sandwiches"
52795,Whole Grain & Peanut Butter Granola,"Gran, en:breakfast-cereals"
52796,Breakfast Bar Peanut Butter,"Snacks, en:bars"
53418,"Morning Round, Multigrain","Breakfast bread, en:breads"
53814,Double Chocolate Muffins,"Desserts, en:muffins"
54652,Markouk,"Markouk, en:breads"
54694,Smoked Flagship Mac & Cheese,"Frozen foods, en:pasta-dishes"
54962,Gluten Free Twin Bar,"Gluten-free candy, en:chocolate-candies"
55637,Nature's Raspberries Frozen Fresh In Whi,"Snacks, en:ice-creams-and-sorbets"
55665,Burn Elite,"Collagen, en:dietary-supplements"
55716,Naked WHEY ISO Vanilla Protein,"Pr, en:bodybuilding-supplements"
55805,Grain Free Cinnamon Chips Churro Strips,"Chips, en:crisps"
56007,Popcorn Himalayan Gold,"Snacks, en:popcorn"
56319,Edamame Beans,"Snacks, en:edamame"
56321,Maple Skyr,"Skyr yogurt, en:fermented-dairy-desserts"
56474,Herb Schiacciata Roll,"Herb schiacciata roll, en:breads"
56590,Caesar,"Sal, en:caesar-salads"
56838,Scottish Extra Mature,"de:kartoffelsalat, Cheddar cheese"
57086,Meatballs In Tomato Sauce,"Canned meatballs, en:poultry-meals"
57134,Mozart-kugeln,"de:mozart-kugeln, en:bonbons"
57176,Karotène Salat,"Prep, en:prepared-salads"
57226,Coconut Clusters,"Chocolate-clusters, en:chocolate-candies"
57346,Retreat Trail Mix Almonds Dark Chocolate,"Snacks, en:nuts"
57725,Vegan Bouillon. Reduced Salt,"Vegetable boullion, en:vegetable-bouillon-powders"
