code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
FLAV011,Acetoin,flavor compound,TRUE,TRUE,TRUE,Butter flavor,FALSE,FALSE,FALSE,FALSE,synthetic/natural,Buttery flavor.,"Dairy products, baked goods.",Safer than diacetyl.,positive,Acetyl methyl carbinol,acetoin,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV012,Ethyl Butyrate,flavor compound,TRUE,TRUE,TRUE,Fruity flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Pineapple/banana flavor.,"Fruit flavored products.",Generally safe.,positive,Butyric ether,ethyl butyrate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV013,Isoamyl Acetate,flavor compound,TRUE,TRUE,TRUE,Banana flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Artificial banana.,"Candy, beverages.",Generally safe.,positive,Banana oil,isoamyl acetate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV014,Ethyl Acetate,flavor compound,TRUE,TRUE,TRUE,Fruity solvent,FALSE,FALSE,FALSE,FALSE,synthetic,Fruity flavor/solvent.,"Nail polish, food flavoring.",Generally safe in food amounts.,positive,Ethyl ethanoate,ethyl acetate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV015,Methyl Anthranilate,flavor compound,TRUE,TRUE,TRUE,Grape flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Artificial grape.,"Grape products, candy.",Generally safe.,positive,Methyl 2-aminobenzoate,methyl anthranilate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV016,Ethyl Methylphenylglycidate,flavor compound,TRUE,TRUE,TRUE,Strawberry flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Artificial strawberry.,"Strawberry products.",Generally safe.,positive,Aldehyde C-16,ethyl methylphenylglycidate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV017,Gamma-Decalactone,flavor compound,TRUE,TRUE,TRUE,Peach flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Creamy peach flavor.,"Peach products, dairy.",Generally safe.,positive,Peach aldehyde,gamma decalactone,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV018,Allyl Hexanoate,flavor compound,TRUE,TRUE,TRUE,Pineapple flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Tropical fruit flavor.,"Pineapple products.",Generally safe.,positive,Allyl caproate,allyl hexanoate,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV019,Furaneol,flavor compound,TRUE,TRUE,TRUE,Strawberry/caramel,FALSE,FALSE,FALSE,FALSE,synthetic/natural,Sweet strawberry note.,"Strawberry products.",Generally safe.,positive,Strawberry furanone,furaneol,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV020,Maltol,flavor compound,TRUE,TRUE,TRUE,Sweet enhancer,FALSE,FALSE,FALSE,FALSE,synthetic/natural,Enhances sweetness.,"Baked goods, fruit products.",Generally safe.,positive,Larixinic acid,maltol,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV021,Ethyl Maltol,flavor compound,TRUE,TRUE,TRUE,Sweet enhancer,FALSE,FALSE,FALSE,FALSE,synthetic,4x sweeter than maltol.,"Confectionery, beverages.",Generally safe.,positive,Veltol Plus,ethyl maltol,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV022,2-Acetyl-1-pyrroline,flavor compound,TRUE,TRUE,TRUE,Popcorn/rice aroma,FALSE,FALSE,FALSE,FALSE,synthetic,Basmati rice aroma.,"Rice products, bread.",Generally safe.,positive,2-AP,2-acetyl-1-pyrroline,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV023,Methional,flavor compound,TRUE,TRUE,TRUE,Potato flavor,FALSE,FALSE,FALSE,FALSE,synthetic,Cooked potato flavor.,"Potato products, savory foods.",Generally safe.,positive,3-Methylthiopropionaldehyde,methional,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV024,Dimethyl Sulfide,flavor compound,TRUE,TRUE,TRUE,Corn/cabbage,FALSE,FALSE,FALSE,FALSE,synthetic,Cooked corn flavor.,"Corn products, beer.",Generally safe in small amounts.,neutral,DMS,dimethyl sulfide,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV025,Furfural,flavor compound,TRUE,TRUE,TRUE,Nutty/caramel,FALSE,FALSE,FALSE,FALSE,synthetic,Almond/caramel notes.,"Baked goods, coffee.",Generally safe.,positive,2-Furaldehyde,furfural,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV026,Pyrazines,flavor compound group,TRUE,TRUE,TRUE,Roasted/nutty,FALSE,FALSE,FALSE,FALSE,synthetic,Roasted, nutty flavors.,"Coffee, chocolate, nuts.",Generally safe.,positive,Alkylpyrazines,pyrazines,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV027,Thiazoles,flavor compound group,TRUE,TRUE,TRUE,Meaty/nutty,FALSE,FALSE,FALSE,FALSE,synthetic,Meat, nut flavors.,"Meat products, nuts.",Generally safe.,positive,Alkylthiazoles,thiazoles,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV028,Lactones,flavor compound group,TRUE,TRUE,TRUE,Creamy/fruity,FALSE,FALSE,FALSE,FALSE,synthetic,Creamy, fruity notes.,"Dairy, fruit products.",Generally safe.,positive,Cyclic esters,lactones,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV029,Terpenes,flavor compound group,TRUE,TRUE,TRUE,Citrus/pine,FALSE,FALSE,FALSE,FALSE,natural,Essential oil components.,"Beverages, confectionery.",Can cause allergies.,neutral,Isoprenoids,terpenes,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
FLAV030,Esters,flavor compound group,TRUE,TRUE,TRUE,Fruity,FALSE,FALSE,FALSE,FALSE,synthetic,Fruit flavor compounds.,"All fruit flavored products.",Generally safe.,positive,Fruit esters,esters,,"[{""title"": ""Flavor Compounds"", ""url"": ""https://www.fema.org""}]"
AMINO01,L-Glutamine,amino acid,TRUE,TRUE,TRUE,Conditionally essential,FALSE,FALSE,FALSE,FALSE,fermentation,Most abundant amino acid.,"Supplements, medical nutrition.",Generally safe.,positive,Gln,l-glutamine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO02,L-Arginine,amino acid,TRUE,TRUE,TRUE,Conditionally essential,FALSE,FALSE,FALSE,FALSE,fermentation,Nitric oxide precursor.,"Supplements, energy drinks.",Can affect blood pressure.,neutral,Arg,l-arginine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO03,L-Leucine,amino acid,TRUE,TRUE,TRUE,Essential BCAA,FALSE,FALSE,FALSE,FALSE,fermentation,Branched-chain amino acid.,"Sports supplements.",Muscle protein synthesis.,positive,Leu,l-leucine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO04,L-Isoleucine,amino acid,TRUE,TRUE,TRUE,Essential BCAA,FALSE,FALSE,FALSE,FALSE,fermentation,Branched-chain amino acid.,"Sports supplements.",Energy and recovery.,positive,Ile,l-isoleucine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO05,L-Valine,amino acid,TRUE,TRUE,TRUE,Essential BCAA,FALSE,FALSE,FALSE,FALSE,fermentation,Branched-chain amino acid.,"Sports supplements.",Muscle metabolism.,positive,Val,l-valine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO06,L-Lysine,amino acid,TRUE,TRUE,TRUE,Essential,FALSE,FALSE,FALSE,FALSE,fermentation,Essential amino acid.,"Supplements, fortified foods.",Important for growth.,positive,Lys,l-lysine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO07,L-Methionine,amino acid,TRUE,TRUE,TRUE,Essential sulfur AA,FALSE,FALSE,FALSE,FALSE,synthetic,Sulfur-containing amino acid.,"Supplements, pet food.",Liver support; SAMe precursor.,positive,Met,l-methionine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO08,L-Phenylalanine,amino acid,TRUE,TRUE,TRUE,Essential,FALSE,TRUE,FALSE,FALSE,fermentation,Aromatic amino acid.,"Supplements, aspartame production.",PKU warning required.,neutral,Phe,l-phenylalanine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO09,L-Tryptophan,amino acid,TRUE,TRUE,TRUE,Essential,FALSE,FALSE,FALSE,FALSE,fermentation,Serotonin precursor.,"Supplements, sleep aids.",Can cause drowsiness.,positive,Trp,l-tryptophan,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO10,L-Threonine,amino acid,TRUE,TRUE,TRUE,Essential,FALSE,FALSE,FALSE,FALSE,fermentation,Essential amino acid.,"Supplements, animal feed.",Protein synthesis.,positive,Thr,l-threonine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO11,L-Histidine,amino acid,TRUE,TRUE,TRUE,Conditionally essential,FALSE,FALSE,FALSE,FALSE,fermentation,Histamine precursor.,"Supplements, infant formula.",Essential for infants.,positive,His,l-histidine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO12,L-Cysteine,amino acid,TRUE,TRUE,TRUE,Conditionally essential,FALSE,FALSE,FALSE,FALSE,synthetic/hair,Sulfur amino acid.,"Bread improver, supplements.",May be from human hair.,neutral,Cys,l-cysteine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO13,L-Tyrosine,amino acid,TRUE,TRUE,TRUE,Conditionally essential,FALSE,FALSE,FALSE,FALSE,fermentation,Dopamine precursor.,"Supplements, energy products.",Mental performance claims.,positive,Tyr,l-tyrosine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO14,L-Serine,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,Phospholipid component.,"Supplements, cosmetics.",Brain health claims.,positive,Ser,l-serine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO15,L-Proline,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,Collagen component.,"Supplements, wound healing.",Collagen synthesis.,positive,Pro,l-proline,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO16,L-Alanine,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,Glucogenic amino acid.,"Supplements, sweeteners.",Energy metabolism.,positive,Ala,l-alanine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO17,L-Aspartic Acid,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,Acidic amino acid.,"Supplements, sweeteners.",Component of aspartame.,neutral,Asp,l-aspartic acid,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO18,L-Glutamic Acid,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,MSG precursor.,"Flavor enhancer, supplements.",Neurotransmitter; umami.,neutral,Glu,l-glutamic acid,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO19,L-Asparagine,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,fermentation,First discovered amino acid.,"Supplements, research.",Forms acrylamide when heated.,negative,Asn,l-asparagine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO20,Glycine,amino acid,TRUE,TRUE,TRUE,Non-essential,FALSE,FALSE,FALSE,FALSE,synthetic,Simplest amino acid.,"Supplements, sweetener.",Calming effects claimed.,positive,Gly,glycine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO21,L-Ornithine,amino acid,TRUE,TRUE,TRUE,Non-protein AA,FALSE,FALSE,FALSE,FALSE,fermentation,Urea cycle amino acid.,"Supplements, sports nutrition.",Growth hormone claims.,neutral,Orn,l-ornithine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO22,L-Citrulline,amino acid,TRUE,TRUE,TRUE,Non-protein AA,FALSE,FALSE,FALSE,FALSE,fermentation,Nitric oxide precursor.,"Pre-workout supplements.",Athletic performance.,positive,Cit,l-citrulline,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO23,Taurine,amino acid derivative,TRUE,TRUE,TRUE,Sulfur compound,FALSE,FALSE,FALSE,FALSE,synthetic,Not true amino acid.,"Energy drinks, infant formula.",Essential for cats.,positive,2-aminoethanesulfonic acid,taurine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO24,L-Carnitine,amino acid derivative,TRUE,TRUE,TRUE,Quaternary amine,FALSE,FALSE,FALSE,FALSE,synthetic,Fat metabolism.,"Energy drinks, supplements.",Fat burning claims.,neutral,Levocarnitine,l-carnitine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO25,Creatine,amino acid derivative,TRUE,TRUE,TRUE,Sports supplement,FALSE,FALSE,FALSE,FALSE,synthetic,Energy storage molecule.,"Sports supplements.",Muscle performance.,positive,Creatine monohydrate,creatine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO26,Beta-Alanine,amino acid,TRUE,TRUE,TRUE,Beta amino acid,FALSE,FALSE,FALSE,FALSE,synthetic,Carnosine precursor.,"Pre-workout supplements.",Causes tingling sensation.,neutral,β-Alanine,beta alanine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO27,GABA,amino acid derivative,TRUE,TRUE,TRUE,Neurotransmitter,FALSE,FALSE,FALSE,FALSE,fermentation,Gamma-aminobutyric acid.,"Supplements, fermented foods.",Calming claims; poor absorption.,neutral,γ-Aminobutyric acid,gaba,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO28,5-HTP,amino acid derivative,TRUE,TRUE,TRUE,Serotonin precursor,FALSE,FALSE,FALSE,FALSE,plant,5-Hydroxytryptophan.,"Mood supplements.",From African bean.,positive,Oxitriptan,5-htp,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO29,L-Theanine,amino acid derivative,TRUE,TRUE,TRUE,Tea amino acid,FALSE,FALSE,FALSE,FALSE,synthetic/tea,Unique to tea.,"Relaxation supplements.",Promotes calm focus.,positive,Suntheanine,l-theanine,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
AMINO30,D-Aspartic Acid,amino acid,TRUE,TRUE,TRUE,D-form amino acid,FALSE,FALSE,FALSE,FALSE,synthetic,Testosterone claims.,"Sports supplements.",Limited evidence for claims.,neutral,DAA,d-aspartic acid,,"[{""title"": ""Amino Acids"", ""url"": ""https://www.fda.gov""}]"
STAB001,Agar,stabilizer/gelling,TRUE,TRUE,TRUE,Seaweed gel,FALSE,FALSE,FALSE,FALSE,seaweed,Red seaweed extract.,"Desserts, microbiology.",Vegetarian gelatin substitute.,positive,Agar-agar; E406,agar,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB002,Carrageenan,stabilizer/thickener,TRUE,TRUE,TRUE,Controversial,FALSE,FALSE,FALSE,FALSE,seaweed,Irish moss extract.,"Dairy, plant milks.",Inflammation concerns.,negative,Irish moss; E407,carrageenan,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB003,Alginate,stabilizer/thickener,TRUE,TRUE,TRUE,Brown seaweed,FALSE,FALSE,FALSE,FALSE,seaweed,Alginic acid salts.,"Ice cream, dressings.",Forms gels with calcium.,positive,Sodium alginate; E401,alginate,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB004,Xanthan Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Bacterial,FALSE,FALSE,FALSE,FALSE,fermentation,From Xanthomonas bacteria.,"Gluten-free baking, sauces.",Very effective thickener.,positive,E415,xanthan gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB005,Guar Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Bean gum,FALSE,FALSE,FALSE,FALSE,plant,From guar beans.,"Ice cream, baked goods.",Can cause digestive issues.,neutral,E412; Guaran,guar gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB006,Locust Bean Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Carob gum,FALSE,FALSE,FALSE,FALSE,plant,From carob seeds.,"Ice cream, cheese.",Synergistic with other gums.,positive,Carob gum; E410,locust bean gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB007,Gum Arabic,stabilizer/emulsifier,TRUE,TRUE,TRUE,Acacia gum,FALSE,FALSE,FALSE,FALSE,plant,Acacia tree sap.,"Beverages, confectionery.",Prebiotic properties.,positive,Acacia gum; E414,gum arabic,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB008,Tragacanth,stabilizer/thickener,TRUE,TRUE,TRUE,Tree gum,FALSE,FALSE,FALSE,FALSE,plant,Astragalus tree sap.,"Salad dressings, icings.",Expensive; very stable.,positive,Gum tragacanth; E413,tragacanth,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB009,Karaya Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Tree gum,FALSE,FALSE,FALSE,FALSE,plant,Sterculia tree gum.,"Ice cream, cheese spreads.",Laxative properties.,neutral,Sterculia gum; E416,karaya gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB010,Tara Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Seed gum,FALSE,FALSE,FALSE,FALSE,plant,From tara seeds.,"Ice cream, dairy products.",Similar to locust bean gum.,positive,E417,tara gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB011,Gellan Gum,stabilizer/gelling,TRUE,TRUE,TRUE,Bacterial,FALSE,FALSE,FALSE,FALSE,fermentation,From Sphingomonas bacteria.,"Beverages, desserts.",Heat stable gel.,positive,E418,gellan gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB012,Welan Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Bacterial,FALSE,FALSE,FALSE,FALSE,fermentation,Similar to gellan.,"Industrial foods.",High viscosity.,neutral,Biozan,welan gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB013,Pullulan,stabilizer/film former,TRUE,TRUE,TRUE,Fungal,FALSE,FALSE,FALSE,FALSE,fermentation,From Aureobasidium fungus.,"Breath strips, coatings.",Edible films.,positive,E1204,pullulan,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB014,Curdlan,stabilizer/gelling,TRUE,TRUE,TRUE,Bacterial,FALSE,FALSE,FALSE,FALSE,fermentation,From Agrobacterium.,"Asian foods, meat products.",Heat-set gel.,positive,E424,curdlan,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB015,Konjac,stabilizer/gelling,TRUE,TRUE,TRUE,Root extract,FALSE,FALSE,FALSE,FALSE,plant,Glucomannan from konjac.,"Noodles, gummies.",Choking hazard in some forms.,neutral,Glucomannan; E425,konjac,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB016,Pectin,stabilizer/gelling,TRUE,TRUE,TRUE,Fruit extract,FALSE,FALSE,FALSE,FALSE,plant,From citrus/apple peels.,"Jams, jellies, yogurt.",Natural; prebiotic.,positive,E440,pectin,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB017,Cellulose Gum,stabilizer/thickener,TRUE,TRUE,TRUE,Modified cellulose,FALSE,FALSE,FALSE,FALSE,semi-synthetic,Carboxymethyl cellulose.,"Ice cream, sauces.",Water-soluble cellulose.,positive,CMC; E466,cellulose gum,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB018,Hydroxypropyl Cellulose,stabilizer/thickener,TRUE,TRUE,TRUE,Modified cellulose,FALSE,FALSE,FALSE,FALSE,semi-synthetic,HPC; modified cellulose.,"Whipped toppings, tablets.",Film former.,positive,HPC; E463,hydroxypropyl cellulose,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB019,Methyl Cellulose,stabilizer/thickener,TRUE,TRUE,TRUE,Modified cellulose,FALSE,FALSE,FALSE,FALSE,semi-synthetic,MC; thermal gel.,"Gluten-free products, meat analogues.",Gels when heated.,positive,MC; E461,methyl cellulose,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STAB020,Hydroxypropyl Methylcellulose,stabilizer/thickener,TRUE,TRUE,TRUE,Modified cellulose,FALSE,FALSE,FALSE,FALSE,semi-synthetic,HPMC; hypromellose.,"Gluten-free baking, supplements.",Versatile stabilizer.,positive,HPMC; E464,hydroxypropyl methylcellulose,,"[{""title"": ""Stabilizers"", ""url"": ""https://www.fda.gov""}]"
STARCH001,Waxy Maize Starch,modified starch,TRUE,TRUE,TRUE,High amylopectin,FALSE,FALSE,FALSE,FALSE,corn,99% amylopectin corn starch.,"Sauces, fillings.",No gelling; stable.,positive,Waxy corn starch,waxy maize starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH002,High Amylose Starch,modified starch,TRUE,TRUE,TRUE,Resistant starch,FALSE,FALSE,FALSE,FALSE,corn,70% amylose corn starch.,"Low-carb products.",Acts as fiber.,positive,Hi-maize,high amylose starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH003,Pregelatinized Starch,modified starch,TRUE,TRUE,TRUE,Instant starch,FALSE,FALSE,FALSE,FALSE,various,Pre-cooked starch.,"Instant products, baby food.",Cold water soluble.,positive,Instant starch,pregelatinized starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH004,Cross-linked Starch,modified starch,TRUE,TRUE,TRUE,Chemically modified,FALSE,FALSE,FALSE,FALSE,various,Cross-linked for stability.,"Canned foods, frozen foods.",Heat/acid stable.,positive,Distarch phosphate,cross linked starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH005,Acetylated Starch,modified starch,TRUE,TRUE,TRUE,Chemically modified,FALSE,FALSE,FALSE,FALSE,various,Acetyl groups added.,"Frozen foods, sauces.",Low temperature stable.,positive,Starch acetate; E1420,acetylated starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH006,Hydroxypropylated Starch,modified starch,TRUE,TRUE,TRUE,Chemically modified,FALSE,FALSE,FALSE,FALSE,various,Hydroxypropyl groups added.,"Frozen foods, dairy.",Freeze-thaw stable.,positive,E1440,hydroxypropylated starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH007,Phosphorylated Starch,modified starch,TRUE,TRUE,TRUE,Chemically modified,FALSE,FALSE,FALSE,FALSE,various,Phosphate groups added.,"Processed meats, sauces.",High water binding.,positive,Monostarch phosphate; E1410,phosphorylated starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
